node_id,node_name,latitude,longitude,reeds_ba,voltage,load_participation_factor,bus_type,area,geometry,ReEDS_Region_UPDATE,nercr,transreg,subFERC,cendiv,st,interconnect,country,usda,aggreg,last_digits_node_id,id,FromBus,ToBus,Vn [kV],Length[km],Remarks,CKT,R [pu],X [pu],B [pu],Rate1[MVA],Rate2[MVA],Add [Y/N],Type,GeomCode,Conductor,Area,ReEDS_Region,Longitude,Latitude,last_digits_ToBus
10511468,L.E.S.-7_511468,34.6,-98.31,p50,345.0,0.0,PQ,520_EI,"POINT(34.6,-98.31)",p50,SPP,SPP,SPP_South,WSC,OK,eastern,USA,southern-plains,OK,511468,277,700011,511468,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,511468
10300041,7FRANKS_300041,37.95,-92.03,p73,345.0,0.0,PQ,330_EI,"POINT(37.95,-92.03)",p73,MISO,MISO,MISO_Central,WNC,MO,eastern,USA,corn-belt,MO_MISO,300041,311,700018,300041,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,300041
10300041,7FRANKS_300041,37.95,-92.03,p73,345.0,0.0,PQ,330_EI,"POINT(37.95,-92.03)",p73,MISO,MISO,MISO_Central,WNC,MO,eastern,USA,corn-belt,MO_MISO,300041,312,700018,300041,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,300041
10510911,VALIANT7_510911,33.99,-95.05,p50,345.0,0.0,PQ,520_EI,"POINT(33.99,-95.05)",p50,SPP,SPP,SPP_South,WSC,OK,eastern,USA,southern-plains,OK,510911,268,700009,510911,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,510911
10510911,VALIANT7_510911,33.99,-95.05,p50,345.0,0.0,PQ,520_EI,"POINT(33.99,-95.05)",p50,SPP,SPP,SPP_South,WSC,OK,eastern,USA,southern-plains,OK,510911,269,700009,510911,500345,0.0,New 500/345kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,510911
10402945,TWINRIVRS SW_402945,30.38,-83.18,p101,230.0,0.0,PQ,402_EI,"POINT(30.38,-83.18)",p101,SERC,FRCC,FRCC,SA,FL,eastern,USA,southeast,FL_FRCC,402945,2,700001,402945,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,402945
10402945,TWINRIVRS SW_402945,30.38,-83.18,p101,230.0,0.0,PQ,402_EI,"POINT(30.38,-83.18)",p101,SERC,FRCC,FRCC,SA,FL,eastern,USA,southeast,FL_FRCC,402945,3,700001,402945,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,402945
10409050,PEBBLEDALE_409050,27.84,-81.94,p101,230.0,0.0,PQ,416_EI,"POINT(27.84,-81.94)",p101,SERC,FRCC,FRCC,SA,FL,eastern,USA,southeast,FL_FRCC,409050,18,700002,409050,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,409050
10409050,PEBBLEDALE_409050,27.84,-81.94,p101,230.0,0.0,PQ,416_EI,"POINT(27.84,-81.94)",p101,SERC,FRCC,FRCC,SA,FL,eastern,USA,southeast,FL_FRCC,409050,19,700002,409050,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,409050
10515224,MUSKOGE7_515224,35.76,-95.3,p51,345.0,0.0,PQ,524_EI,"POINT(35.76,-95.3)",p51,SPP,SPP,SPP_South,WSC,OK,eastern,USA,southern-plains,OK,515224,290,700040,515224,500345,0.0,New 500/345kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,515224
