node_id,node_name,latitude,longitude,reeds_ba,voltage,load_participation_factor,bus_type,area,geometry,ReEDS_Region_UPDATE,nercr,transreg,subFERC,cendiv,st,interconnect,country,usda,aggreg,last_digits_node_id,id,FromBus,ToBus,Vn [kV],Length[km],Remarks,CKT,R [pu],X [pu],B [pu],Rate1[MVA],Rate2[MVA],Add [Y/N],Type,GeomCode,Conductor,Area,ReEDS_Region,Longitude,Latitude,last_digits_ToBus
30044230,FLEWLN__138A-44230,29.695458,-95.821063,,138.0,0.011729504,PQ,44230_ERCOT,"POINT(29.695458,-95.821063)",p67,ERCOT,ERCOT,ERCOT_H,WSC,TX,texas,USA,southern-plains,TX_H_ERCOT,4230,169,700025,44230,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,4230
30044262,FRANZ66_8015-44262,29.749907,-95.358421,,138.0,0.32001125,PQ,44262_ERCOT,"POINT(29.749907,-95.358421)",p67,ERCOT,ERCOT,ERCOT_H,WSC,TX,texas,USA,southern-plains,TX_H_ERCOT,4262,152,700022,44262,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,4262
30044262,FRANZ66_8015-44262,29.749907,-95.358421,,138.0,0.32001125,PQ,44262_ERCOT,"POINT(29.749907,-95.358421)",p67,ERCOT,ERCOT,ERCOT_H,WSC,TX,texas,USA,southern-plains,TX_H_ERCOT,4262,153,700022,44262,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,4262
30044362,INTERM268030-44362,29.60671,-95.447059,,138.0,0.000863209,PQ,44362_ERCOT,"POINT(29.60671,-95.447059)",p67,ERCOT,ERCOT,ERCOT_H,WSC,TX,texas,USA,southern-plains,TX_H_ERCOT,4362,160,700024,44362,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,4362
30044362,INTERM268030-44362,29.60671,-95.447059,,138.0,0.000863209,PQ,44362_ERCOT,"POINT(29.60671,-95.447059)",p67,ERCOT,ERCOT,ERCOT_H,WSC,TX,texas,USA,southern-plains,TX_H_ERCOT,4362,161,700024,44362,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,4362
30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,141,700021,46220,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6220
30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,142,700021,46220,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6220
30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,173,700026,46220,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6220
30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,174,700026,46220,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6220
30076579,L_FORTLA8_1Y-76579,30.66409,-101.779863,,138.0,0.0,PQ,76579_ERCOT,"POINT(30.66409,-101.779863)",p61,ERCOT,ERCOT,ERCOT_W,WSC,TX,texas,USA,southern-plains,TX_W_ERCOT,6579,26,700005,76579,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6579
30076579,L_FORTLA8_1Y-76579,30.66409,-101.779863,,138.0,0.0,PQ,76579_ERCOT,"POINT(30.66409,-101.779863)",p61,ERCOT,ERCOT,ERCOT_W,WSC,TX,texas,USA,southern-plains,TX_W_ERCOT,6579,27,700005,76579,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000,2000,Y,2TF,,,,,,,6579
