,node_id,node_name,latitude,longitude,reeds_ba,voltage,load_participation_factor,bus_type,area,geometry,ReEDS_Region_UPDATE,nercr,transreg,subFERC,cendiv,st,interconnect,country,usda,aggreg,last_digits_node_id,id,FromBus,ToBus,Vn [kV],Length[km],Remarks,CKT,R [pu],X [pu],B [pu],Rate1[MVA],Rate2[MVA],Add [Y/N],Type,GeomCode,Conductor,Area,ReEDS_Region,Longitude,Latitude,last_digits_ToBus
158,30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,141,700021,46220,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6220
159,30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,142,700021,46220,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6220
160,30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,173,700026,46220,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6220
161,30046220,PETERS__138B-46220,29.848385,-96.20161,,138.0,0.0,PQ,46220_ERCOT,"POINT(29.848385,-96.20161)",p64,ERCOT,ERCOT,ERCOT_S,WSC,TX,texas,USA,southern-plains,TX_S_ERCOT,6220,174,700026,46220,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6220
162,30076579,L_FORTLA8_1Y-76579,30.66409,-101.779863,,138.0,0.0,PQ,76579_ERCOT,"POINT(30.66409,-101.779863)",p61,ERCOT,ERCOT,ERCOT_W,WSC,TX,texas,USA,southern-plains,TX_W_ERCOT,6579,26,700005,76579,345138,0.0,New 345/138 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6579
163,30076579,L_FORTLA8_1Y-76579,30.66409,-101.779863,,138.0,0.0,PQ,76579_ERCOT,"POINT(30.66409,-101.779863)",p61,ERCOT,ERCOT,ERCOT_W,WSC,TX,texas,USA,southern-plains,TX_W_ERCOT,6579,27,700005,76579,345138,0.0,New 345/138 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,6579
164,20160308,VAIL_160308,32.069688,-110.81314,,345.0,0.0,PQ,16_WECC,"POINT(32.069688,-110.81314)",p30,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60308,173,700038,160308,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60308
165,20160308,VAIL_160308,32.069688,-110.81314,,345.0,0.0,PQ,16_WECC,"POINT(32.069688,-110.81314)",p30,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60308,174,700038,160308,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60308
166,20010403,CABEZON_10403,35.74458,-107.13344,,345.0,0.0,PQ,10_WECC,"POINT(35.74458,-107.13344)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10403,150,700032,10403,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10403
167,20010403,CABEZON_10403,35.74458,-107.13344,,345.0,0.0,PQ,10_WECC,"POINT(35.74458,-107.13344)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10403,151,700032,10403,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10403
168,20064069,MACHACEK_64069,39.544293,-115.971359,,230.0,0.0,PQ,64_WECC,"POINT(39.544293,-115.971359)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64069,47,700012,64069,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64069
169,20064069,MACHACEK_64069,39.544293,-115.971359,,230.0,0.0,PQ,64_WECC,"POINT(39.544293,-115.971359)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64069,48,700012,64069,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64069
170,20189016,INNOVATION_189016,36.582484,-115.947162,,230.0,0.0,PQ,18_WECC,"POINT(36.582484,-115.947162)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,89016,38,700009,189016,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,89016
171,20189016,INNOVATION_189016,36.582484,-115.947162,,230.0,0.0,PQ,18_WECC,"POINT(36.582484,-115.947162)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,89016,39,700009,189016,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,89016
172,20024019,CAMINO_24019,34.845281,-114.967467,,230.0,0.0,PQ,24_WECC,"POINT(34.845281,-114.967467)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,24019,192,700042,24019,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,24019
173,20024019,CAMINO_24019,34.845281,-114.967467,,230.0,0.0,PQ,24_WECC,"POINT(34.845281,-114.967467)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,24019,193,700042,24019,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,24019
174,20065193,BONANZA_65193,40.087232,-109.291713,,345.0,0.0,PQ,65_WECC,"POINT(40.087232,-109.291713)",p26,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,UT,western,USA,mountain,UT,65193,65,700016,65193,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65193
175,20065193,BONANZA_65193,40.087232,-109.291713,,345.0,0.0,PQ,65_WECC,"POINT(40.087232,-109.291713)",p26,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,UT,western,USA,mountain,UT,65193,66,700016,65193,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65193
176,20064308,ALPINE_64308,39.47084,-117.822861,,230.0,0.0,PQ,64_WECC,"POINT(39.47084,-117.822861)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64308,50,700013,64308,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64308
177,20064308,ALPINE_64308,39.47084,-117.822861,,230.0,0.0,PQ,64_WECC,"POINT(39.47084,-117.822861)",p12,WECC_NWPP,NorthernGrid,NorthernGrid_South,MTN,NV,western,USA,mountain,NV,64308,51,700013,64308,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,64308
178,20060190,KINPORT_60190,42.893347,-112.561003,,345.0,0.0,PQ,60_WECC,"POINT(42.893347,-112.561003)",p16,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60190,118,700024,60190,500345,0.0,New 500/345 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60190
179,20060190,KINPORT_60190,42.893347,-112.561003,,345.0,0.0,PQ,60_WECC,"POINT(42.893347,-112.561003)",p16,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60190,119,700024,60190,500345,0.0,New 500/345 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60190
180,20073571,SNOWYRNG_73571,41.334858,-105.560925,,230.0,0.0,PQ,73_WECC,"POINT(41.334858,-105.560925)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,73571,70,700017,73571,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,73571
181,20073571,SNOWYRNG_73571,41.334858,-105.560925,,230.0,0.0,PQ,73_WECC,"POINT(41.334858,-105.560925)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,73571,71,700017,73571,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,73571
182,20629001,OVANDO_629001,46.9319,-113.099,,230.0,0.0,PQ,62_WECC,"POINT(46.9319,-113.099)",p17,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,29001,10,700003,629001,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,29001
183,20629001,OVANDO_629001,46.9319,-113.099,,230.0,0.0,PQ,62_WECC,"POINT(46.9319,-113.099)",p17,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,29001,11,700003,629001,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,29001
184,20065420,DAVEJOHN_65420,42.838414,-105.778387,,230.0,0.0,PQ,65_WECC,"POINT(42.838414,-105.778387)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65420,89,700020,65420,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65420
185,20019042,PARKER_19042,34.294916,-114.142478,,230.0,0.0,PQ,19_WECC,"POINT(34.294916,-114.142478)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,19042,184,700040,19042,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19042
186,20019042,PARKER_19042,34.294916,-114.142478,,230.0,0.0,PQ,19_WECC,"POINT(34.294916,-114.142478)",p10,WECC_CA,CAISO,CAISO_S,PA,CA,western,USA,pacific,CA_S_CAISO,19042,185,700040,19042,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19042
187,20030020,OLINDA_30020,40.384346,-122.383961,,500.0,0.0,PQ,30_WECC,"POINT(40.384346,-122.383961)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30020,19,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
188,20030020,OLINDA_30020,40.384346,-122.383961,,500.0,0.0,PQ,30_WECC,"POINT(40.384346,-122.383961)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30020,20,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
189,20630020,ROSEBUD MDU_630020,46.2604,-106.47319,,230.0,0.0,PQ,63_WECC,"POINT(46.2604,-106.47319)",p20,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,30020,19,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
190,20630020,ROSEBUD MDU_630020,46.2604,-106.47319,,230.0,0.0,PQ,63_WECC,"POINT(46.2604,-106.47319)",p20,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,30020,20,700005,630020,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30020
191,20010390,RIOPUERC_10390,35.3279,-106.856477,,345.0,0.0,PQ,10_WECC,"POINT(35.3279,-106.856477)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10390,141,700029,10390,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10390
192,20010390,RIOPUERC_10390,35.3279,-106.856477,,345.0,0.0,PQ,10_WECC,"POINT(35.3279,-106.856477)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10390,142,700029,10390,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10390
193,20070061,BOONE_70061,38.256501,-104.22482,,230.0,0.0,PQ,70_WECC,"POINT(38.256501,-104.22482)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70061,26,700006,70061,345230,0.0,New 345/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70061
194,20070061,BOONE_70061,38.256501,-104.22482,,230.0,0.0,PQ,70_WECC,"POINT(38.256501,-104.22482)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70061,27,700006,70061,345230,0.0,New 345/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70061
195,20014101,FOURCORN_14101,36.688118,-108.485426,,345.0,0.0,PQ,14_WECC,"POINT(36.688118,-108.485426)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,14101,146,700031,14101,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,14101
196,20014101,FOURCORN_14101,36.688118,-108.485426,,345.0,0.0,PQ,14_WECC,"POINT(36.688118,-108.485426)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,14101,147,700031,14101,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,14101
197,20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,85,700022,65300,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
198,20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,86,700022,65300,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
199,20065300,CASPERPP_65300,42.871684,-106.35995,,230.0,0.0,PQ,65_WECC,"POINT(42.871684,-106.35995)",p24,WECC_NWPP,WestConnect,WestConnect_North,MTN,WY,western,USA,mountain,WY_WestConnect,65300,90,700020,65300,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65300
200,20030435,LAKEVILE_30435,38.247643,-122.583056,,230.0,0.0,PQ,30_WECC,"POINT(38.247643,-122.583056)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30435,261,700052,30435,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30435
201,20030435,LAKEVILE_30435,38.247643,-122.583056,,230.0,0.0,PQ,30_WECC,"POINT(38.247643,-122.583056)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,30435,262,700052,30435,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,30435
202,20622001,GTF 230SWYD_622001,47.543408,-111.223029,,230.0,0.0,PQ,62_WECC,"POINT(47.543408,-111.223029)",p18,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,22001,14,700004,622001,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,22001
203,20622001,GTF 230SWYD_622001,47.543408,-111.223029,,230.0,0.0,PQ,62_WECC,"POINT(47.543408,-111.223029)",p18,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,MT,western,USA,mountain,MT_NorthernGrid,22001,15,700004,622001,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,22001
204,20010110,DIAMOND_TAIL_10110,35.361424,-106.339136,,345.0,0.0,PQ,10_WECC,"POINT(35.361424,-106.339136)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10110,127,700025,10110,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10110
205,20010110,DIAMOND_TAIL_10110,35.361424,-106.339136,,345.0,0.0,PQ,10_WECC,"POINT(35.361424,-106.339136)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10110,128,700025,10110,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10110
206,20010959,WSPIRIT_10959,34.6327,-105.665,,345.0,0.0,PQ,10_WECC,"POINT(34.6327,-105.665)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10959,133,700027,10959,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10959
207,20010959,WSPIRIT_10959,34.6327,-105.665,,345.0,0.0,PQ,10_WECC,"POINT(34.6327,-105.665)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10959,134,700027,10959,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10959
208,20040895,ROGUE_40895,42.482952,-124.402105,,230.0,0.0,PQ,40_WECC,"POINT(42.482952,-124.402105)",p6,WECC_NWPP,NorthernGrid,NorthernGrid_West,PA,OR,western,USA,pacific,OR,40895,100,700023,40895,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,40895
209,20040895,ROGUE_40895,42.482952,-124.402105,,230.0,0.0,PQ,40_WECC,"POINT(42.482952,-124.402105)",p6,WECC_NWPP,NorthernGrid,NorthernGrid_West,PA,OR,western,USA,pacific,OR,40895,101,700023,40895,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,40895
210,20037640,TRINITY_37640,40.797327,-122.76274,,230.0,0.0,PQ,30_WECC,"POINT(40.797327,-122.76274)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,37640,249,700049,37640,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,37640
211,20037640,TRINITY_37640,40.797327,-122.76274,,230.0,0.0,PQ,30_WECC,"POINT(40.797327,-122.76274)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,37640,250,700049,37640,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,37640
212,20065235,BUFFALO_65235,44.35,-106.65,,230.0,0.0,PQ,65_WECC,"POINT(44.35,-106.65)",p22,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,WY,western,USA,mountain,WY_NorthernGrid,65235,81,700019,65235,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65235
213,20065235,BUFFALO_65235,44.35,-106.65,,230.0,0.0,PQ,65_WECC,"POINT(44.35,-106.65)",p22,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,WY,western,USA,mountain,WY_NorthernGrid,65235,82,700019,65235,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,65235
214,20010369,WESTMESA_10369,35.11533,-106.725791,,345.0,0.0,PQ,10_WECC,"POINT(35.11533,-106.725791)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10369,161,700035,10369,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10369
215,20010369,WESTMESA_10369,35.11533,-106.725791,,345.0,0.0,PQ,10_WECC,"POINT(35.11533,-106.725791)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10369,162,700035,10369,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10369
216,20160301,GREENLEE_160301,32.966932,-109.172371,,345.0,0.0,PQ,16_WECC,"POINT(32.966932,-109.172371)",p28,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60301,169,700037,160301,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60301
217,20160301,GREENLEE_160301,32.966932,-109.172371,,345.0,0.0,PQ,16_WECC,"POINT(32.966932,-109.172371)",p28,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,60301,170,700037,160301,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60301
218,20070254,LAMAR_CO_70254,38.207274,-102.530354,,230.0,0.0,PQ,70_WECC,"POINT(38.207274,-102.530354)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70254,28,700007,70254,345230,0.0,New 345/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70254
219,20070254,LAMAR_CO_70254,38.207274,-102.530354,,230.0,0.0,PQ,70_WECC,"POINT(38.207274,-102.530354)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,70254,29,700007,70254,345230,0.0,New 345/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,70254
220,20019022,DAVIS_19022,35.194873,-114.567615,,230.0,0.0,PQ,19_WECC,"POINT(35.194873,-114.567615)",p27,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,19022,188,700041,19022,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19022
221,20019022,DAVIS_19022,35.194873,-114.567615,,230.0,0.0,PQ,19_WECC,"POINT(35.194873,-114.567615)",p27,WECC_SRSG,WestConnect,WestConnect_South,MTN,AZ,western,USA,mountain,AZ,19022,189,700041,19022,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,19022
222,20060095,BROWNLEE_60095,44.840217,-116.896467,,230.0,0.0,PQ,60_WECC,"POINT(44.840217,-116.896467)",p15,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60095,5,700002,60095,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60095
223,20060095,BROWNLEE_60095,44.840217,-116.896467,,230.0,0.0,PQ,60_WECC,"POINT(44.840217,-116.896467)",p15,WECC_NWPP,NorthernGrid,NorthernGrid_East,MTN,ID,western,USA,mountain,ID,60095,6,700002,60095,500230,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,60095
224,20073036,BURLNGTN_73036,39.359012,-102.242914,,230.0,0.0,PQ,73_WECC,"POINT(39.359012,-102.242914)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,73036,30,700008,73036,345230,0.0,New 345/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,73036
225,20073036,BURLNGTN_73036,39.359012,-102.242914,,230.0,0.0,PQ,73_WECC,"POINT(39.359012,-102.242914)",p34,WECC_NWPP,WestConnect,WestConnect_North,MTN,CO,western,USA,mountain,CO,73036,31,700008,73036,345230,0.0,New 345/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2400.0,Y,2TF,,,,,,,73036
226,20010968,CLINECORNER_10968,35.092809,-105.716554,,345.0,0.0,PQ,10_WECC,"POINT(35.092809,-105.716554)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10968,130,700026,10968,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10968
227,20010968,CLINECORNER_10968,35.092809,-105.716554,,345.0,0.0,PQ,10_WECC,"POINT(35.092809,-105.716554)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10968,131,700026,10968,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10968
228,20010025,B-A_10025,35.349687,-106.484473,,345.0,0.0,PQ,10_WECC,"POINT(35.349687,-106.484473)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10025,137,700028,10025,500345,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10025
229,20010025,B-A_10025,35.349687,-106.484473,,345.0,0.0,PQ,10_WECC,"POINT(35.349687,-106.484473)",p31,WECC_SRSG,WestConnect,WestConnect_South,MTN,NM,western,USA,mountain,NM_WestConnect,10025,138,700028,10025,500345,0.0,New 500/230 kV 2W Transformer,2.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,10025
230,20037591,KE_SOUTH_37591,40.60932,-122.444219,,230.0,0.0,PQ,30_WECC,"POINT(40.60932,-122.444219)",p9,WECC_CA,CAISO,CAISO_N,PA,CA,western,USA,pacific,CA_N_CAISO,37591,253,700050,37591,500230,0.0,New 500/230 kV 2W Transformer,1.0,0.0,0.12,0,2000.0,2000.0,Y,2TF,,,,,,,37591
