kv,230,345,500,765
Tangent_structures_per_mile,0,0,3.5,0
RunningAngle_structures_per_mile,0,0,0.5,0
NonAngledDeadend_structures_per_mile,0,0,0.25,0
AngledDeadend_structures_per_mile,0,0,0.25,0
